Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
28,Cent Police Ops,151.340000,,0.600000,DTCS,88.5,88.5,263,NN,263,Tone->Tone,NFM,5.00,,50W,Police: Dispatch (repeats 154.8) <B>[Expired 8/21]</b>,,,,
30,Salem Police1,155.190000,split,158.865000,DTCS,88.5,88.5,125,NN,125,Tone->Tone,NFM,5.00,,50W,Police: Dispatch [Ch 1],,,,
31,Salme PD Tac2,155.790000,,0.600000,TSQL,179.9,179.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,Police: Tactical [Ch 2],,,,
32,Salem Fireground,154.400000,,0.600000,TSQL,179.9,179.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fireground [Ch 2],,,,
33,Salem EMA Ops2,151.115000,,0.600000,TSQL,179.9,179.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,EMA: Operations [Ch 2],,,,
34,Salem EMA 1,155.025000,,0.600000,TSQL,179.9,179.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,EMA: Ops / Weather Net [Ch 1],,,,
35,Salem Street/PW,155.865000,,0.600000,TSQL,179.9,179.9,023,NN,023,Tone->Tone,NFM,5.00,,50W,Street/Public Works,,,,
38,Salem FPD Ops,151.167500,split,156.007500,DTCS,88.5,88.5,624,NN,624,Tone->Tone,NFM,5.00,,50W,Fire: Operations,,,,
39,Salem PD RF1,453.575000,,0.600000,DTCS,88.5,88.5,261,NN,261,Tone->Tone,NFM,5.00,,50W,Police: Remote Recieve Link,,,,
40,Centralia FPD RF,460.587500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Remote Receive Link (to 154.43 ?) [Expired 6/23],,,,
41,CentraliaFPD FG2,154.205000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fireground [Expired 3/24],,,,
42,Centralia FPD MX,173.312500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fire: Mobile Extenders [Expired 3/24],,,,
43,Centralia Fire,154.430000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fire: Dispatch - Primary [Expired 3/24],,,,
44,CentraliTwp Road,156.195000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Centralia Township Road Maintenance,,,,
45,PatokaTwp Roads,156.195000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Patoka Township Road Maintenance (Vernon),,,,
46,Carlyle Lake WDD,159.795000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Carlyle Lake Water Treatment Plant (Centralia),,,,
47,Salrm Twp Road,154.025000,,0.600000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,NFM,5.00,,50W,Salem Township Road Maintenance,,,,
48,Iuka Fireground,154.220000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,EnRoute / Fireground [Ch 3] Expired 3/03],,,,
49,Iuka Fireground,154.250000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fireground <b>[TERMINATED 6/24],,,,
50,Sandval CityOps,154.965000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,City Operations,,,,
51,Sandoval FG,156.240000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Fireground,,,,
52,Lifestar CentEMS,152.442500,split,157.702500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,EMS: Dispatch,,,,
53,Lifestar CentMed,152.442500,split,157.702500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Medicar: Dispatch,,,,
54,SMH Security,461.125000,split,466.125000,TSQL,151.4,151.4,023,NN,023,Tone->Tone,NFM,5.00,,50W,Security,,,,
55,MERCI1 127.3,155.340000,,0.600000,TSQL,127.3,127.3,023,NN,023,Tone->Tone,NFM,5.00,,50W,Patient Reports,,,,
56,SMH Ops DMR,463.275000,split,468.275000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Operations,,,,
57,SMH Ops D532,451.912500,split,456.912500,DTCS,88.5,88.5,532,NN,532,Tone->Tone,NFM,5.00,,50W,Ops,,,,
58,SalemTwp Hosp,453.787500,split,458.787500,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Operations (also DMR),,,,
59,MERCI 107.2,155.340000,,0.600000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,NFM,5.00,,50W,Patient Reports,,,,
60,DrhmSchBus Salem,151.850000,,0.600000,DTCS,88.5,88.5,125,NN,125,Tone->Tone,NFM,5.00,,50W,Durham School Services,,,,
61,Salem School R,152.322500,split,157.582500,DTCS,88.5,88.5,125,NN,125,Tone->Tone,NFM,5.00,,50W,Operations,,,,
62,Raccoon Sch Bus,151.925000,,0.600000,DTCS,88.5,88.5,223,NN,223,Tone->Tone,NFM,5.00,,50W,Raccoon Grade School: Buses,,,,
63,Cent Sch Bus/Ops,462.050000,split,467.050000,DTCS,88.5,88.5,054,NN,054,Tone->Tone,NFM,5.00,,50W,Ops  /  Buses,,,,
64,Cent HS Bus/Ops,154.505000,split,159.975000,DTCS,88.5,88.5,631,NN,631,Tone->Tone,NFM,5.00,,50W,High School: Ops/Buses,,,,
66,Cent Middle Sch,460.706250,split,465.706250,DTCS,88.5,88.5,413,NN,413,Tone->Tone,NFM,5.00,,50W,Middle School: Admin [NO LICENSE],,,,
67,Cent HS DMR167,154.505000,split,159.975000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,High School: Ops,,,,
68,West Bus Centrli,153.170000,,0.600000,DTCS,88.5,88.5,265,NN,265,Tone->Tone,NFM,5.00,,50W,West Bus Service [Expired 7/23],,,,
69,Kell Grd Sch Bus,464.825000,split,469.825000,DTCS,88.5,88.5,265,NN,265,Tone->Tone,NFM,5.00,,50W,Kell Grade School: Buses,,,,
70,SCSD401 Buses,461.675000,split,466.675000,DTCS,88.5,88.5,245,NN,245,Tone->Tone,NFM,5.00,,50W,Buses [Expired 2011; in use 2021] (new 451.9625),,,,
72,W9CWA VHF,147.270000,split,147.870000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,SKYWARN Net,,,,
73,145.11,145.110000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,SKYWARN Alternate,,,,
74,W9CWA UHF,442.200000,split,447.200000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,Repeater (Salem) (linked w/ 147.165 Greenville),,,,
75,TCEC F-1 100,158.145000,,0.600000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,Operations [Ch 1],,,,
76,TCEC F-1 703,158.145000,split,151.895000,DTCS,88.5,88.5,703,NN,703,Tone->Tone,NFM,5.00,,50W,Operations (Mt.Vernon),,,,
77,South Central FS,151.580000,,0.600000,DTCS,88.5,88.5,251,NN,251,Tone->Tone,NFM,5.00,,50W,South Central FS (Salem) [Expired 12/22],,,,
78,Vadeveer Russell,464.250000,split,469.250000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,Russell Vandeveer (Brubaker Tower),,,,
79,Walmart Salem,154.570000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Wal-Mart Supercenter (Salem),,,,
80,NAL Ops A,463.225000,,0.600000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,North American Lighting: Operations,,,,
82,Bartley Farms,151.955000,,0.600000,DTCS,88.5,88.5,664,NN,664,Tone->Tone,NFM,5.00,,50W,Delbert Bartley Farms [Expired 7/22],,,,
83,NAL Ops B,462.275000,,0.600000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,North American Lighting: Operations,,,,
84,Salem Hardware,464.550000,,0.600000,TSQL,67.0,67.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,Salem Hardware and Rental (Do-It Center),,,,
85,NAL Ops C,464.700000,,0.600000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,NFM,5.00,,50W,North American Lighting: Operations,,,,
86,Farina Farms,452.675000,split,457.675000,DTCS,88.5,88.5,703,NN,703,Tone->Tone,NFM,5.00,,50W,Farina Farms,,,,
87,Copple Const,464.325000,split,469.325000,TSQL,77.0,77.0,023,NN,023,Tone->Tone,NFM,5.00,,50W,Copple Construction [Expired 7/14],,,,
88,Heser Farms,151.565000,,0.600000,DTCS,88.5,88.5,115,NN,115,Tone->Tone,NFM,5.00,,50W,Bob Heser Farms [Expired 3/23],,,,
89,Pinnacle Ops B,464.375000,split,469.375000,DTCS,88.5,88.5,223,NN,223,Tone->Tone,NFM,5.00,,50W,Pinnacle Foods: Ops,,,,
90,Pinnacle Ops A,462.175000,split,467.175000,DTCS,88.5,88.5,223,NN,223,Tone->Tone,NFM,5.00,,50W,Pinnacle Foods: Ops,,,,
91,Big Lots Central,467.875000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,Big Lots,,,,
92,industrial 46301,463.031250,split,468.031250,DTCS,88.5,88.5,134,NN,134,Tone->Tone,NFM,5.00,,50W,industrial [NO LICENSE],,,,
93,GPI Ops TG1,451.312500,split,456.312500,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,Graphic Packaging International,,,,
